smiles,TPSA,ROTB,AROM
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,220.88000000000005,8,2
O=c1oc2cc(O)ccc2s1,50.44,0,2
C=CCc1ccc(O)c(OC)c1,29.46,3,1
COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-],145.87,6,0
CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O,91.34,1,1
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,72.61,4,3
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,106.94000000000001,8,1
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,178.92999999999998,9,0
COc1c(Br)cc(Br)c(C)c1Br,9.23,1,1
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,91.18,8,4
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,56.410000000000004,6,2
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,166.93999999999997,2,2
CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](OC(C)=O)OC(C)=O,224.55999999999995,7,0
CO[C@H]1CC(O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)[O-])[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,211.57999999999996,13,0
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,144.9,12,1
C=C(C)C(=O)OCCNC(C)(C)C,38.33,4,0
NS(=O)(=O)c1ccccc1OC(F)(F)F,69.39,2,1
O=C=NCC1CCCC(CN=C=O)C1,58.86,4,0
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,36.36,3,2
Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,118.94999999999999,2,4
O=C(O)c1ccccc1O.Oc1cccc2cccnc12,90.65,1,3
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,86.99000000000001,2,1
O=C(O)[C@@H](S)[C@H](S)C(=O)O,74.6,3,0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,9.72,4,2
Cc1ncc(CO)c(CN)c1O,79.37,2,1
NS(=O)(=O)c1ccc(C(=O)O)cc1,97.46000000000001,2,1
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,105.20000000000002,16,0
C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@@H]2CCNC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O,358.1899999999999,9,0
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,48.300000000000004,5,2
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,144.82,12,12
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,28.6,7,2
CN(C)C(=O)Oc1ccc[n+](C)c1,33.42,1,1
Cc1ncc(CO)c(CO)c1O,73.58000000000001,2,1
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,101.28999999999999,2,1
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,45.59,4,2
Brc1cc2ccccc2c2ccccc12,0.0,0,3
CC(C)(N)CO,46.25,1,0
CC(C)(CO)CO,40.46,2,0
O=S1(=O)CCCC1,34.14,0,0
O=[N+]([O-])C(CO)(CO)CO,103.83000000000001,4,0
OCC(CO)(CO)COCC(CO)(CO)CO,130.61,10,0
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],160.35000000000002,12,0
NC(CO)(CO)CO,86.71000000000001,3,0
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,51.21,3,1
CO[Si](CCCS)(OC)OC,27.69,6,0
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,80.62,2,4
O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,46.53,4,2
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,68.82000000000001,5,1
C[N+](C)=CCl,3.01,0,0
CC(=O)c1cccnc1,29.96,1,1
O=S1(=O)OC(c2ccc([O-])cc2)(c2ccc(O)cc2)c2ccccc21,86.66000000000001,2,3
O=CN1CCOCC1,29.540000000000003,1,0
COC(=O)CCC(=O)O,63.60000000000001,3,0
NCc1cccnc1,38.91,1,1
CCCCCCCCn1sc(Cl)c(Cl)c1=O,22.0,7,1
Cc1cc(O)cc(C)c1Cl,20.23,0,1
O=[Zr](Cl)Cl,17.07,0,0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,6.48,4,2
c1ccc2cnncc2c1,25.78,0,2
COC(=O)c1ccc(CBr)cc1,26.3,2,1
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,23.47,0,2
O=P(O)(OCc1ccccc1)OCc1ccccc1,55.760000000000005,6,2
S=C=NCc1ccccc1,12.36,2,1
Oc1ccc(Cl)cc1Cc1ccccc1,20.23,2,2
ClCc1ccccc1,0.0,1,1
OCc1ccccc1,20.23,1,1
CC(=O)OCc1ccccc1,26.3,2,1
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,101.44000000000001,18,2
CN(C)C(=N)NC(=N)N,88.99000000000001,0,0
CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,52.6,8,0
C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,18.580000000000002,5,2
CCOc1ccc(N)cc1,35.25,2,1
CC(C)=CCC[C@H](C)CCO,20.23,5,0
CCOc1cccc(N)c1,35.25,2,1
Nc1ccccc1C(=O)OCCc1ccccc1,52.32000000000001,4,2
CC(C)CC(O)CC(C)C,20.23,4,0
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,108.36000000000001,10,0
CC(C)OS(C)(=O)=O,43.370000000000005,2,0
c1ccc2c(c1)OCC(CN1CCCCC1)O2,21.700000000000003,2,1
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,110.96000000000001,8,1
C=C(C)OC(C)=O,26.3,1,0
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,29.46,12,1
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,168.97000000000003,8,2
NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,133.24,1,0
O=C1CC[C@@H](C(=O)O)N1,66.4,1,0
CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,15.6,1,2
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,64.43,1,2
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,57.53,4,1
CCOc1cc(NC(C)=O)ccc1C(=O)OC,64.63,4,1
CC(O)C#CC(C)O,40.46,0,0
COc1ccc(N)cc1N,61.269999999999996,1,1
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,269.87,7,0
O=C1NC(=O)C(=O)C(=O)N1,92.34,0,0
CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O,73.18,1,1
OCCCC1CCCCC1,20.23,3,0
Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,74.66,3,3
CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,95.97,4,3
O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,216.54999999999998,5,4
O=C=Nc1ccc(Cl)cc1,29.43,1,1
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,52.60000000000001,4,1
CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,97.89,10,0
C1CCC2(CCCCO2)OC1,18.46,0,0
CCCCC(CC)COC(=O)c1ccccc1O,46.53,7,1
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,218.81,3,0
CN(C)CCCN1c2ccccc2CCc2ccccc21,6.48,4,2
CCCCOCCO,29.46,5,0
[O-][n+]1ccccc1[S-],26.939999999999998,0,1
CCCN(CCC)C(=O)SCC,20.310000000000002,5,0
O=S(=O)([O-])c1cccc2ccccc12,57.2,1,2
CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1,40.129999999999995,2,0
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,23.550000000000004,4,2
N#CCCC#N,47.58,1,0
Cc1ncc([N+](=O)[O-])n1CCO,81.19,3,1
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1,83.22,4,2
C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,46.53,4,1
CC(Cl)(Cl)C(=O)O,37.3,1,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,662.8600000000002,18,0
O=C(CCl)CCl,17.07,2,0
CC(=O)C(Cl)Cl,17.07,1,0
CC(C)(c1ccccc1)c1ccc(O)cc1,20.23,2,2
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,60.69,0,3
CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,91.34,5,3
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,37.190000000000005,4,2
C=Cc1ccc(S(=O)(=O)[O-])cc1,57.2,2,1
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,96.3,7,1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,92.5,3,2
CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12,219.60000000000002,12,2
CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,94.82,3,2
CCO[Si](C)(CCCOCC1CO1)OCC,40.22,10,0
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,86.28,2,1
CCCCOCCOCCOCCO,47.92,11,0
CCCCCCCC/C=C/C(=O)[O-].CCCCCCCC/C=C/C(=O)[O-],80.25999999999999,16,0
Nc1cc(C(F)(F)F)ccc1S,26.02,0,1
Cc1cccc(Cc2c[nH]cn2)c1C,28.68,2,2
CCOC(=O)CC(=O)OCC,52.60000000000001,4,0
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,92.80999999999999,9,3
COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,116.95,6,1
CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,53.6,8,1
CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,71.44,6,1
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,62.58000000000001,8,4
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,35.580000000000005,6,3
CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,52.489999999999995,3,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,29.1,16,1
CC(NN)c1ccccc1,38.05,2,1
O=Cc1ccc(Cl)cc1,17.07,1,1
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,32.78,4,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,92.35000000000001,5,3
CCN(CC)C(C)C(=O)c1ccccc1,20.310000000000002,5,1
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,32.78,6,2
Cc1cccc(C(=O)O)c1[N+](=O)[O-],80.44,2,1
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,167.82,17,2
Clc1ccccn1,12.89,0,1
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,17.07,3,0
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,46.53,2,1
CCCCCCCCCO,20.23,7,0
CCCCCCNCCCCCC,12.03,10,0
CCN(CC)c1ccc(N)cc1,29.259999999999998,3,1
ClCCCCl,0.0,2,0
CCCCCCOC(C)=O,26.3,5,0
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,52.60000000000001,21,0
CCOC(C)=O,26.3,1,0
NCCNCCN,64.07,4,0
CCOP(=O)(CC)OCC,35.53,5,0
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,359.97999999999996,8,1
NC(=O)CCCCC(N)=O,86.18,5,0
CNC(=O)ON=CC(C)(C)SC,50.69,3,0
C=CCOc1ccc(CC(=O)O)cc1Cl,46.53,5,1
NN,52.04,0,0
N[C@@H](Cc1cnc[nH]1)C(=O)O,92.0,3,1
NNc1nc(-c2ccccc2)cs1,50.94,2,2
NNc1nc(-c2ccc(N)cc2)cs1,76.96,2,2
Cc1ccccc1CO[C@H]1C[C@]2(C(C)C)CC[C@@]1(C)O2,18.46,4,1
NNc1ccc(C(=O)O)cc1,75.35,2,1
CCCCCCOc1ccccc1C(=O)O,46.53,7,1
O=C(OCc1ccccc1)C(=O)OCc1ccccc1,52.60000000000001,4,2
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,67.01,4,2
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,29.540000000000003,6,1
O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,66.39999999999999,3,3
CCC(=O)OC1(c2ccccc2)CCN(C)CC1,29.54,3,1
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,64.21000000000001,4,2
CCOc1ccc([N+](=O)[O-])cc1,52.370000000000005,3,1
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,55.56,11,1
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,54.46,10,2
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,18.46,10,2
CC(C)c1ccc(C(C)C)cc1,0.0,2,1
COc1c2occc2cc2ccc(=O)oc12,52.58,1,3
COC(C)(C)C,9.23,0,0
COC(N)=O,52.32,0,0
COC(=O)NN,64.35,0,0
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,27.96,3,2
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,245.54999999999993,12,3
O=C(O)CNC(=O)c1ccccc1,66.4,3,1
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,32.34,5,1
CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,66.84,1,0
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,67.79,7,1
O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,77.66,6,0
Oc1nc(O)nc(O)n1,99.36000000000001,0,1
N#CC1(O)CCCCC1,44.019999999999996,0,0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,64.43,2,2
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,21.259999999999998,6,2
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,94.83,2,0
CCCCCCCCCCCCCCCCCCOCC(O)CO,49.69,20,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,29.950000000000003,6,2
CSCCC=O,17.07,3,0
CC(C)(C)C(=O)Cl,17.07,0,0
CCCCC(CC)COC(=O)Cl,26.3,6,0
CCCCC(CC)C(=O)[O-],40.129999999999995,5,0
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,0.0,0,0
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,103.77000000000001,15,1
O=Cc1cccc(Br)c1,17.07,1,1
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,50.94,3,3
C/C=C/C=C/C(=O)[O-],40.129999999999995,2,0
Cc1cc(C)nc(Nc2ccccc2)n1,37.81,2,2
CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,112.64999999999999,8,1
Nc1cnn(-c2ccccc2)c(=O)c1Cl,60.91,1,2
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,62.58,7,2
CCCCCC=CCC(=O)OC,26.3,6,0
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,6.48,4,2
CCCCCCCCC(=O)OCC,26.3,8,0
CCCCCCCC#N,23.79,5,0
CCCCCCCCCCCCCC(=O)OCC,26.3,13,0
CCCCCCC(O)CCOC(C)=O,46.53,8,0
C=CCCCCCCCCO,20.23,8,0
CC(=O)NC1(c2cccc(F)c2)CCN(CC[C@@]2(c3ccc(Cl)c(Cl)c3)CN(c3ccccc3)C(=O)CO2)CC1.O=C(O)CCC(=O)O,136.48000000000002,10,3
COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1,110.61000000000001,10,3
O=C([O-])c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,116.32,7,4
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br,55.56,6,2
CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1,134.19,11,2
Nc1nc(N)c(-c2ccccc2)s1,64.92999999999999,1,2
Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,106.94000000000001,7,1
CCCCCCCCCCCCCCCC[n+]1ccccc1,3.88,15,1
CCCCCCCCCCCCCCCCN,26.02,14,0
COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1,62.32000000000001,4,1
Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,37.71,7,2
COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,75.99,4,2
CNC(=O)NC(O)C(Cl)(Cl)Cl,61.36,1,0
CCNC(=O)C1CC(C)CCC1C(C)C,29.1,3,0
CCc1ccc(O)c(OC)c1,29.46,2,1
CCCCCCC/C=C/C=O,17.07,7,0
CC/C=C\CC/C=C/C(OCC)OCC,18.46,9,0
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,94.58,6,1
CN(C)C1CSSSC1,3.24,1,0
c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,3.24,6,3
C[C@@H](O)C(=O)O,57.53,1,0
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,633.2000000000003,8,0
CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C,0.0,0,0
O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1,52.6,8,2
CCCCOCCOCCSC#N,42.25,9,0
O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2,50.80000000000001,2,1
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,119.31000000000002,2,2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,182.91,8,0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,86.05,9,2
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,90.65,2,2
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,6.48,6,3
BrCCCBr,0.0,2,0
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,27.69,6,3
CCCCCCCCCCCCCOS(=O)(=O)[O-],66.43,13,0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,97.97,3,2
O=S(=O)([O-])[O-].[Na+].[Na+],80.26,0,0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,98.22,3,2
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,155.14,4,3
O=S1(=O)CC=CC1,34.14,0,0
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,104.22,10,2
CNCCO,32.26,2,0
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,120.32,2,1
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,19.370000000000005,2,3
C=CCc1ccc(OC)c(OC)c1,18.46,4,1
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,29.54,7,0
CCOC(C)(C)C,9.23,1,0
COC=O,26.3,1,0
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1,191.15999999999997,8,1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,58.89,2,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,35.53,18,1
COC(=O)CCC[N+](C)(C)C,26.3,4,0
C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,18.46,4,1
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O,437.9499999999998,36,1
CC(CC=O)CCCC(C)(C)O,37.3,6,0
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,99.38000000000001,9,0
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,12.03,7,3
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,160.88,8,3
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,50.80000000000001,9,1
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,32.78,7,2
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,50.28,5,2
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,75.63,3,2
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,46.53,1,1
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,20.310000000000002,4,1
CC(C)COC(=O)CCCCC(=O)OCC(C)C,52.60000000000001,9,0
O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,37.3,3,5
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,200.67999999999998,6,2
CCNC1(c2cccs2)CCCCC1=O,29.1,3,1
CCN(O)CC,23.47,2,0
